dept_name,emp_no,first_name,last_name,gender,birth_date,"years of service","Salaries in 2000"
Production,62547,Arch,Camurati,M,1956-01-29,15.8356,89368
Production,62556,Yechiam,Magliocco,M,1952-08-30,9.2411,84956
Marketing,62559,Tiina,Ferriere,F,1953-08-31,9.7699,83837
"Customer Service",62566,Giap,Lipner,F,1953-09-24,15.4740,71536
Research,62573,Martial,Serot,M,1953-12-02,13.6356,48618
Production,62578,Nevio,Narlikar,F,1956-01-06,11.8219,53548
Research,62591,Limsoon,Baja,M,1955-10-22,12.1671,40000
Sales,62593,Duangkaew,Cochrane,F,1957-02-01,13.2055,90217
Sales,62595,Shietung,Akazan,F,1955-03-22,10.8438,41962
Production,62596,Tadahiro,Birke,M,1956-01-16,14.5808,136346
Research,62612,Guangming,Kawashimo,F,1955-05-19,13.3233,58867
Sales,62629,Shigeaki,Ratnaker,F,1954-07-29,12.7068,106773
Finance,62630,Subir,Hammerschmidt,F,1953-07-03,11.5671,59145
Production,62632,Piyawadee,Chiola,M,1955-06-20,14.8712,99402
Sales,62633,Zijian,Gulla,M,1952-12-21,15.3534,231188
Research,62637,Danae,Assaf,M,1953-07-19,15.4027,99647
Production,62638,Kayoko,Erde,M,1952-08-19,12.6384,71482
Production,62640,Toshimi,Smailagic,M,1952-11-12,13.4438,141824
Research,62641,Pranav,Terekhov,M,1955-09-16,9.7178,43494
Production,62642,Oddvar,Kushner,M,1953-06-19,15.2521,58517
Sales,62643,Poornachandra,Skafidas,M,1956-05-06,12.1096,159660
Development,62647,Nagui,Munro,F,1956-09-12,11.4301,81537
Finance,62650,Marjo,Asmuth,M,1953-07-05,15.0356,96564
Development,62652,Huai,Baranowski,M,1956-02-25,9.1452,57547
Development,62654,Bedir,Peek,F,1956-02-18,13.5890,59266
Development,62656,Isamu,Imataki,F,1953-02-26,9.1726,46935
Production,62662,Sadegh,Gips,M,1952-05-02,10.3342,44611
Development,62669,Harjit,Alameldin,F,1952-05-28,11.1534,65984
Production,62679,Yechezkel,Vidal,M,1955-02-25,13.2877,148038
Marketing,62689,Mohua,McConalogue,M,1953-11-22,11.8274,43574
Production,62693,Parviz,Cappelletti,F,1953-06-08,9.7890,57808
Sales,62695,Guangming,Jenevein,F,1952-07-20,12.9918,114475
Finance,62696,Paloma,Callaway,M,1953-01-16,13.8904,218456
"Human Resources",62698,Anyuan,Azumi,F,1956-09-07,15.6795,72693
Production,62714,Limsoon,Silva,F,1955-12-29,13.3479,113830
Production,62717,Mohammed,Radhakrishnan,F,1956-07-21,14.7507,65147
Development,62723,Mitchel,Penttonen,F,1953-12-19,13.2986,53633
"Human Resources",62726,Uwe,Zweizig,F,1956-03-08,14.9781,64091
Finance,62733,Kshitij,Kusakari,M,1953-03-21,15.0548,70589
"Customer Service",62735,Mooi,Portugali,F,1954-01-15,9.3644,44639
Development,62739,Weiwu,Papsdorf,M,1956-08-09,10.6082,73259
"Quality Management",62743,Shin,Veeraraghavan,M,1955-06-26,12.5397,64776
Finance,62750,Achilleas,Lemarechal,M,1952-08-12,15.3589,92377
Development,62755,Nectarios,Magalhaes,M,1954-08-26,11.9616,58660
"Quality Management",62758,Xiong,Kornatzky,M,1952-10-16,14.1644,78953
"Customer Service",62773,Shietung,Luga,F,1956-12-15,12.9863,61202
Sales,62774,Jeanna,Schlenzig,M,1955-11-07,14.2384,77348
Production,62781,Marek,Pietrzykowski,M,1953-07-12,14.3507,81647
Development,62784,Chandrasekaran,Lunn,F,1955-10-27,11.4904,77364
Production,62793,Beshir,Klerer,F,1952-03-08,15.7096,84828
Production,62794,Basil,Brender,M,1954-10-02,11.1068,58414
Development,62795,Munenori,Bazzichi,M,1952-11-10,10.8575,40000
"Human Resources",62799,Gretta,Murtagh,M,1953-12-28,14.9808,64741
Development,62804,Emran,Bahr,M,1952-10-02,15.5781,61113
Marketing,62806,Aloys,Baalen,F,1955-01-28,9.5616,81685
Marketing,62807,Gao,Billingsley,F,1952-08-10,9.3616,136396
"Quality Management",62811,Gadiel,Pettey,M,1952-04-29,14.2685,76023
Development,62812,Chaosheng,Zyda,M,1954-07-16,13.0466,76161
Production,62820,Mechthild,Sadowski,M,1956-05-04,12.1507,77098
Development,62821,Tomokazu,Munke,M,1954-08-11,13.7452,76480
Sales,62833,Pramod,Callaway,F,1956-07-10,15.8027,94312
Production,62836,Alagu,Ozeri,F,1954-12-05,13.7753,81003
"Human Resources",62841,Xiaoheng,Cesareni,M,1954-12-03,15.3068,69305
Production,62846,Menkae,Walston,F,1952-03-15,12.4466,57952
Production,62847,Candido,Rijsenbrij,F,1952-08-21,13.8082,52239
Finance,62857,Maia,Cummings,F,1954-12-25,13.7452,79838
Development,62858,Ebru,Tempesti,F,1953-06-18,11.2192,47764
Production,62859,Bernt,Wolniewicz,M,1954-08-15,15.1479,63007
Development,62860,Mamdouh,Shigei,F,1952-08-28,9.6192,51306
Research,62869,Syozo,Schieder,M,1953-10-03,14.3836,59630
Marketing,62870,Remzi,Verhoeff,F,1955-12-10,9.9068,49716
Development,62875,Genta,Auria,F,1956-09-01,15.5233,106882
"Human Resources",62892,Gadiel,Muniz,F,1954-08-12,12.5233,58198
Marketing,62896,Hilari,Rothe,F,1956-06-16,15.3753,104999
Production,62898,Marko,Gide,F,1953-04-08,10.6027,48825
Finance,62900,Gio,Alencar,M,1955-02-25,14.7205,123632
Sales,62906,Alselm,McFarlin,F,1953-04-24,15.7863,97906
Production,62908,Tokuyasu,Journel,M,1956-05-29,11.2192,59828
Sales,62909,Lenore,Rissland,M,1954-01-10,12.6795,75155
"Human Resources",62913,Heekeun,Roisin,F,1952-07-16,13.3233,64114
Marketing,62917,Gunilla,Lalonde,M,1956-10-09,11.7973,62408
Production,62926,Lillian,Schoegge,M,1955-06-25,12.3452,45828
Development,62930,Fumiyo,Flanders,F,1955-06-27,15.7151,74254
Marketing,62933,Akeno,Takkinen,M,1957-01-05,15.3370,64494
Marketing,62935,Leni,Schiettecatte,M,1955-12-21,10.7068,62453
"Human Resources",62938,Seshu,Junot,M,1954-06-07,12.7452,69472
Production,62941,Uta,Impagliazzo,M,1952-07-24,12.1123,67003
Development,62942,Giri,Swiler,M,1954-06-28,10.2384,81443
Development,62943,Shmuel,Chepyzhov,F,1956-07-14,11.2110,87464
"Customer Service",62953,Adhemar,Sgarro,F,1956-08-21,10.9041,44073
Production,62957,King,Plotkin,F,1954-09-30,12.9644,66472
Production,62958,Tomofumi,Magliocco,F,1955-02-04,12.7890,88020
"Quality Management",62964,Duro,Schach,M,1954-01-30,12.7288,57044
Development,62965,Kristinn,Joslin,F,1956-03-26,12.4548,45318
Production,62970,Georgy,Speek,M,1955-11-22,13.5534,62305
Development,62979,Kien,Besancenot,F,1956-08-11,10.5753,55419
Production,62980,Vasiliy,Socorro,M,1956-09-09,13.2466,65832
"Customer Service",62982,Yannik,Penz,F,1955-01-29,14.7589,68164
Finance,62985,Juichirou,Lipner,M,1953-03-22,15.0219,113124
Development,62992,Shimshon,Bakhtari,M,1955-06-23,10.0137,55007
Sales,63005,Barna,Ranum,M,1954-09-15,14.1973,106211
"Quality Management",63007,Xumin,Swift,M,1953-11-19,10.5945,61053
Development,63017,Moni,Picel,F,1955-11-02,12.0521,58356
Development,63019,Fayez,Basawa,F,1952-03-29,12.2658,76511
Development,63021,Kamakshi,Yurov,M,1955-02-12,12.1562,60447
Research,63029,Yannis,Bergere,M,1953-12-16,11.2466,72076
Marketing,63030,Achilleas,Zhiwei,F,1956-04-12,12.5589,220166
Development,63043,Hyuncheol,Guenter,M,1956-01-05,13.6877,85583
Development,63046,Vasilii,Lorcy,M,1955-11-07,9.7123,68556
"Quality Management",63072,Bogdan,Siegrist,M,1955-01-21,13.2027,65141
"Quality Management",63076,Goetz,Veccia,F,1954-06-22,15.1562,43458
"Quality Management",63077,Hyuncheol,Escriba,F,1953-10-23,15.5151,61585
Development,63080,Hironobu,Rosti,F,1956-08-11,12.4438,82960
"Customer Service",63086,Ibibia,Bratsberg,F,1952-09-02,14.1068,65185
"Customer Service",63088,Aleksander,Chepyzhov,M,1954-12-02,12.6356,82129
Production,63107,Yurii,Crelier,M,1955-02-06,14.9616,198740
Production,63112,Joydip,Swan,F,1953-02-16,12.0932,79557
Sales,63113,Deniz,Bahl,M,1956-01-29,10.6877,73915
Sales,63114,Danny,Cheshire,M,1953-11-26,12.1205,89552
Production,63117,Khosrow,Ohori,F,1957-01-20,15.4822,141494
Finance,63121,Lobel,Ranai,M,1956-06-20,11.9397,85604
"Human Resources",63128,Zhensheng,Gulak,F,1952-05-24,14.9973,69679
Marketing,63136,Hitofumi,Thibadeau,M,1952-04-08,14.3534,75605
"Human Resources",63156,Subir,Pokrovskii,F,1957-01-05,11.5671,50509
Development,63157,Xianlong,Stille,M,1954-08-06,9.3781,59460
Finance,63164,Jianwen,Mayerwieser,M,1955-02-23,9.1479,74356
Production,63165,Vishwani,Khasidashvili,M,1954-08-27,12.9945,57838
Research,63166,Sanjai,Baak,M,1955-05-10,12.4027,60146
Sales,63173,Huan,Siochi,F,1954-03-02,10.6274,77881
Production,63188,Dinkar,Uhrik,F,1952-10-19,11.2027,71730
Development,63189,Arnd,Muniz,F,1952-12-19,10.9397,60747
"Quality Management",63192,Zvonko,Wielonsky,M,1956-12-01,10.1014,61535
Development,63193,Guozhong,Pintelas,F,1952-03-04,9.8384,87244
Sales,63194,Ipke,Schicker,M,1955-10-16,15.7890,59628
"Quality Management",63198,Thodoros,Boyle,F,1956-06-08,11.7918,52781
Sales,63199,Moni,Erev,M,1955-02-24,11.8356,54675
Production,63200,Mohua,Koshiba,F,1955-11-29,11.3781,58768
Finance,63207,Billur,Steenbeek,M,1955-09-03,9.9671,54250
"Human Resources",63209,Yakkov,Eiron,M,1954-08-23,14.9288,64640
Development,63212,Baocai,Marsiglia,F,1952-03-19,9.2274,73297
Sales,63216,Geoffrey,Berztiss,F,1956-05-28,10.5205,105011
Production,63220,Subir,Swiler,F,1953-02-01,14.5507,143660
Production,63221,Feiyu,Zockler,M,1955-02-24,12.5973,62114
"Quality Management",63230,Mart,Vecchio,F,1952-08-17,13.4000,59716
"Human Resources",63232,Vidya,Reghbati,F,1955-06-11,15.9205,40000
Development,63233,Monique,Munos,M,1956-01-13,14.6356,71565
Production,63234,Tsutomu,Pagter,F,1952-08-22,9.8356,86620
Marketing,63236,Shan,Barinka,F,1952-05-27,14.1370,81322
Development,63246,Zdislav,Waymire,M,1955-06-24,13.7205,74483
Sales,63255,Aloys,Shackel,F,1955-09-20,11.5342,89570
Sales,63257,Elvis,Trogemann,M,1952-07-12,15.1753,91833
Research,63265,Mayuri,Varman,M,1956-10-27,9.3918,56706
Production,63269,Luerbio,Benzmuller,M,1955-10-27,15.8548,65569
Production,63271,Danny,Haumacher,F,1952-11-16,9.5945,72666
Development,63282,Deniz,Condotta,M,1956-02-01,11.7699,44936
Marketing,63286,Chuanti,Rajcani,M,1955-04-03,12.1288,87790
Marketing,63288,Stella,Zolotykh,M,1953-06-03,15.7260,46031
Development,63289,Arun,Bondorf,F,1956-05-03,12.7041,50128
Marketing,63291,Subhrajyoti,Budinsky,M,1953-03-21,15.8466,73367
Development,63296,Chenxi,Beidas,F,1956-03-01,14.9589,70387
Research,63298,Premal,Marakhovsky,F,1953-07-04,10.0164,57852
Development,63302,Stella,Chandrasekhar,M,1956-03-30,13.1753,50425
Development,63305,Perry,Waymire,M,1954-02-28,12.3671,127680
Sales,63307,Sugwoo,Herber,M,1955-03-27,12.0329,74682
Sales,63316,Jeanna,Segond,M,1955-07-30,11.0849,93915
Development,63324,Pintsang,Leuchs,M,1955-01-10,12.1425,51732
Research,63325,Yongdong,Passino,M,1956-03-11,13.7178,54547
Development,63326,Filipp,Perin,M,1954-12-01,12.5507,54728
Sales,63329,Mart,Schaaf,M,1955-10-29,14.0356,72862
Development,63331,Changho,Fadgyas,M,1955-08-29,12.1890,94364
Finance,63341,Akeno,Peck,M,1953-08-07,15.1836,74635
Development,63343,Mark,Ananiadou,M,1953-04-22,12.2658,62165
"Human Resources",63346,Anneke,DuBourdieux,M,1953-11-18,10.7753,51049
Development,63349,Anestis,Comte,M,1954-03-29,13.1863,61486
Marketing,63354,Hironoby,Swiler,M,1953-09-05,11.8000,94929
Marketing,63355,Yongmao,Rikino,M,1957-01-13,14.6685,110578
"Human Resources",63356,Tua,Denos,M,1955-02-21,14.6137,68961
Development,63361,Gro,Uehara,F,1954-09-29,9.2548,63415
Development,63362,Jinpo,Kaelbling,F,1956-08-01,10.7534,51313
Development,63363,Terresa,Brattka,F,1952-12-10,13.9616,70097
Development,63367,Hatim,Bondorf,F,1954-12-30,14.4548,67377
Development,63375,Juichirou,Sury,F,1956-11-13,13.0712,63845
Sales,63376,Kiyotoshi,Peir,M,1953-05-28,13.7260,74720
Production,63381,Val,Clouatre,F,1956-04-10,13.6055,53368
Finance,63382,Lunjin,Heyers,F,1956-09-15,14.8822,59395
Development,63396,Lokesh,Lakshmanan,F,1956-09-21,11.4959,53059
Development,63399,Yonghoan,Azumi,F,1953-05-20,14.3452,92604
Production,63402,Oksana,Gecsel,M,1957-01-23,14.7945,65446
Production,63404,Peternela,Suessmith,M,1956-01-27,14.9808,173470
Sales,63408,Conal,Champarnaud,F,1952-04-08,11.3699,114884
Development,63412,Domenick,Thisen,F,1953-09-25,13.8904,43272
Development,63422,Mahendra,Gulak,M,1955-04-26,14.3123,57622
Sales,63423,Marco,Herbst,M,1956-06-26,11.4822,85641
Sales,63427,Takahito,Nooteboom,M,1955-08-04,15.3479,85528
Marketing,63429,Akhilish,Driscoll,M,1956-09-17,12.5205,66945
Development,63431,Fumitaka,Gimbel,F,1952-08-30,10.9781,58538
Sales,63438,Gilbert,Herbst,F,1954-04-21,14.4164,78348
Development,63439,Arno,Figueira,M,1956-12-14,13.4219,49249
Development,63442,Satyanarayana,Reghbati,M,1954-12-21,13.0164,63415
Marketing,63443,Yoshinari,Krider,M,1954-01-07,9.3534,224894
Development,63471,Filipp,Bael,F,1952-08-19,15.8548,62729
Production,63476,Yonghong,Deyuan,M,1955-06-14,10.2767,77107
Development,63487,Adib,Badr,M,1953-04-13,12.2164,54017
Production,63488,Zongyan,Furudate,M,1955-02-03,9.0438,47528
Production,63495,Mabry,Kleiser,M,1954-06-02,15.1945,87599
Sales,63497,Anneli,Griswold,F,1955-12-10,12.0822,64334
Development,63501,Laurentiu,Cesareni,M,1953-04-25,13.8493,59318
Development,63508,Radhia,Scharstein,M,1953-11-01,12.6877,124082
Sales,63516,Toshimitsu,Steinauer,M,1955-11-03,14.4329,234288
Production,63520,Duro,Kermarrec,M,1952-03-17,14.0959,53876
"Quality Management",63525,Ult,Ginneken,F,1955-01-20,12.9233,63627
Development,63542,Michaela,Hanratty,M,1953-02-17,12.1397,67044
Sales,63545,Sachin,Swick,F,1955-03-29,9.0904,66472
Finance,63546,Nahid,Veevers,F,1956-03-06,15.0767,81595
Development,63554,Ramya,Gerlach,F,1956-02-16,13.5479,54628
Development,63557,Erzsebet,Cusworth,F,1956-10-13,11.9507,60250
Production,63562,Dannz,Heiserman,F,1953-09-24,12.0630,68886
Development,63564,Subbu,Poulakidas,M,1954-03-11,10.6932,135402
Production,63568,Toshimitsu,Bondorf,F,1955-02-23,13.5425,85813
Production,63570,Randy,Sudkamp,F,1953-11-30,14.5699,89254
Production,63574,Insup,Leslie,M,1953-10-05,15.1836,64810
Marketing,63576,Cheong,Awdeh,F,1954-01-06,14.1507,75862
Sales,63588,Pintsang,Curless,F,1952-07-04,12.4493,101199
Sales,63589,Nidapan,Beerel,F,1953-04-09,9.8055,72201
Development,63592,Fusako,Rohrbach,M,1953-06-20,11.5233,40000
Marketing,63593,Rosita,Rosaz,M,1954-11-25,9.7068,47956
Marketing,63594,Niranjan,Luiz,M,1954-11-04,10.2110,153584
"Human Resources",63599,Akemi,Tyugu,F,1956-06-03,13.9178,72321
"Human Resources",63600,Gudjon,Birsak,M,1955-12-12,13.4904,74234
Research,63609,Martins,Lyonns,F,1955-02-18,15.5890,69699
Production,63610,Gudjon,Rosiles,M,1955-04-21,15.9041,76004
"Customer Service",63611,Lorien,Lorcy,F,1953-05-04,14.2356,42836
Development,63612,Berto,Foote,M,1955-12-19,12.4877,156472
Sales,63614,Berna,Willoner,F,1952-06-30,9.6877,77190
"Human Resources",63637,Akemi,Pileggi,M,1956-07-19,14.4274,63206
"Human Resources",63638,Adib,Chepyzhov,F,1954-10-28,14.1507,63515
Production,63646,Candido,Siepmann,F,1955-07-22,11.2055,40000
"Human Resources",63652,Pascal,Raoux,F,1956-04-10,14.6164,64327
Development,63656,Rimli,Ishibashi,M,1956-12-22,12.8219,56869
Production,63658,Mircea,Bach,M,1954-07-08,11.4164,70100
Development,63663,Heon,Sidou,M,1956-01-18,14.8247,89330
Production,63668,Etsuo,Dymetman,M,1957-01-12,13.7616,62276
Development,63672,Fei,Munos,F,1954-04-28,13.3562,62282
Production,63675,Kazuhira,Heijenga,M,1952-04-12,12.1753,63628
Development,63679,Amalendu,Beidas,M,1955-10-18,13.5945,75723
Sales,63680,Samphel,Brobst,F,1956-02-18,15.0849,50341
Production,63681,Ferdinand,Zucker,F,1953-04-29,15.3260,53904
Sales,63682,Boguslaw,Erdi,F,1956-05-23,10.1233,58376
Production,63687,Ayonca,Stassinopoulos,M,1953-12-10,10.7781,86032
Sales,63688,Jouni,Spieker,F,1953-10-22,15.2932,76811
Production,63693,Martien,Zultner,M,1955-09-01,14.0164,74256
Development,63697,Mario,Whittlesey,M,1953-06-20,10.5616,54730
Sales,63699,Feiyu,Markovitch,M,1956-06-12,12.1890,108613
Production,63703,Amalendu,Morton,M,1955-08-24,11.0630,59418
"Quality Management",63707,Naftaly,Segond,F,1955-04-07,13.5260,55337
Sales,63714,Richara,Pargas,M,1956-01-07,12.2000,82472
Production,63723,Yinghua,Rajaraman,M,1956-06-09,15.4329,86839
Production,63728,Haldon,Steenbeek,F,1955-08-17,13.9014,58389
Development,63738,Yunming,Ohori,F,1954-03-25,14.1699,81834
Research,63740,Doohun,Lenart,F,1955-03-15,15.4658,40624
Development,63743,Shugo,Muntz,F,1952-08-19,12.1699,167562
Development,63744,Shaw,Mitchem,M,1954-04-25,15.4877,53849
Development,63751,Steve,Chenoweth,F,1954-03-05,9.0904,115474
Development,63757,Idoia,Danlos,M,1955-02-24,11.7534,57479
Production,63765,Haldun,Garigliano,F,1956-10-13,12.7945,60500
Production,63768,Kazuhito,Joslin,M,1956-02-21,12.2329,51443
Production,63770,Jagoda,Morrin,M,1954-05-09,12.8630,57999
Production,63778,Gio,Sudkamp,F,1952-03-04,13.9452,42100
Sales,63779,Sugwoo,Emiris,F,1952-04-20,11.5014,58032
Production,63780,Adam,Kabayashi,M,1956-07-14,13.2685,62836
Production,63789,Urs,Sgarro,F,1954-06-03,12.4000,87516
Sales,63793,Jessie,Salverda,M,1955-08-03,11.5890,76649
Sales,63797,Lena,Raney,F,1956-09-02,14.1397,95895
Production,63798,Xiaoqiang,Szilard,M,1956-12-25,13.5452,74967
Production,63801,Valdiodio,Roccetti,F,1954-10-14,12.8493,52386
Sales,63807,Taizo,Cromarty,M,1956-07-30,14.1671,200068
"Quality Management",63825,Hugh,Eppinger,M,1952-05-01,9.1479,58047
Sales,63836,Hitofumi,Petersohn,M,1952-10-26,14.4055,123018
"Human Resources",63854,Baziley,Biros,M,1956-05-14,15.8986,69901
Development,63862,Serif,Solares,M,1956-04-06,14.5151,42153
Sales,63873,Heeju,Osgood,F,1955-07-17,11.1726,115189
Production,63876,Mooi,Cannard,F,1956-01-20,15.8658,97116
"Quality Management",63883,Huican,Bruckman,F,1954-12-13,9.1890,52839
Development,63889,Gor,Fasbender,F,1953-07-12,11.6137,151164
"Quality Management",63891,Gaurav,Oppitz,F,1956-06-21,12.7425,65363
Development,63892,Rance,Zuberek,M,1956-10-25,15.7370,40265
Production,63897,Supot,Ellozy,M,1954-07-26,11.0904,155542
"Quality Management",63898,Theirry,Ducloy,M,1955-08-23,12.8110,55181
Production,63904,Yannis,Leslie,M,1955-01-31,11.2904,72130
"Customer Service",63910,Rosalie,Mawatari,F,1952-04-28,14.9123,45290
Sales,63914,Danny,Klassen,M,1956-03-28,15.4356,100178
Finance,63922,Jixiang,Gischer,M,1955-06-14,15.2411,66110
Sales,63934,Uinam,Hedayat,F,1953-10-25,13.5945,61825
Development,63935,Tadanori,Deyuan,M,1954-01-15,14.3178,61006
Development,63957,Sanjiv,Linares,F,1957-02-03,11.9918,58311
Sales,63959,Hirochika,Conia,M,1956-10-26,12.5397,97740
Production,63961,Bangqing,Rabejac,F,1956-03-28,12.2658,67053
Development,63962,Foong,Maraist,F,1954-10-12,10.0822,56763
Sales,63981,Oscal,Leuchs,M,1956-03-20,15.4740,96895
Finance,63983,Ebru,McConalogue,F,1956-10-06,9.4000,73297
Production,63984,Yongmao,Gerteisen,F,1953-01-27,12.5178,140834
Development,63985,Kristof,Ranta,M,1953-04-16,11.6630,69229
"Quality Management",63987,Jingling,Hockney,F,1952-08-21,14.3507,56836
"Human Resources",63992,Yuping,Cools,M,1952-06-23,13.5342,56430
Development,63997,Stafford,Rosti,F,1955-06-26,12.7699,69683
Sales,63999,Toshimi,Whitcomb,M,1954-07-25,11.6548,94828
Sales,64008,Mokhtar,Merey,F,1954-05-11,10.5452,101448
Production,64012,Yuuichi,Hofting,F,1956-10-25,9.6658,54756
Sales,64017,Magy,Wrigley,M,1952-06-15,11.3068,96366
Production,64019,Martien,Heinisuo,F,1956-04-07,13.1151,50131
Sales,64020,Mariangiola,Babb,M,1956-02-27,14.8384,93009
Development,64021,Eldridge,Colorni,F,1956-07-09,9.5041,51427
Research,64026,Sverrir,VanScheik,M,1953-09-11,13.5151,77917
Production,64028,Shuky,Lieblein,M,1956-10-11,11.0904,55261
Marketing,64037,Genki,Avouris,F,1952-02-28,9.0411,74069
Production,64040,Prodip,Kemmerer,M,1952-10-05,10.0849,65780
Development,64042,Toshimi,Bratten,M,1956-08-21,10.7808,72927
"Human Resources",64043,Yurij,Luiz,M,1954-07-07,12.6192,68030
Production,64046,Kazuhiro,McClure,F,1955-11-21,11.8904,58399
Development,64052,Hyuckchul,Stroustrup,M,1953-10-09,15.8521,68576
Development,64054,Kaijung,Ratnakar,F,1954-07-29,13.6959,52742
Sales,64059,Behnaam,Iisaka,M,1953-09-25,11.8548,66776
Production,64070,Fen,Brookner,M,1957-01-13,13.1945,79913
"Customer Service",64076,Miyeon,Theuretzbacher,M,1955-08-22,11.2137,63661
Production,64080,Demos,Baik,F,1953-02-17,10.7863,60740
Research,64081,Bokyung,Matzel,F,1952-11-28,11.9260,63521
Production,64084,Shao,Toyoshima,F,1955-09-23,12.8438,51523
Production,64090,Uli,Gecseg,M,1955-04-29,15.2986,93184
Development,64093,Hyuckchul,Nishimukai,F,1953-05-13,15.2000,77963
Finance,64106,Youjian,Krone,F,1952-08-06,14.3507,86200
Development,64109,Unal,Marquardt,M,1956-08-11,13.9671,92303
Production,64111,Godehard,Sherertz,F,1952-10-06,14.2712,67398
Production,64119,Zorica,Brizzi,M,1952-11-29,15.7479,55492
Sales,64128,Masaki,Pollacia,F,1955-05-22,9.5288,83202
"Quality Management",64130,Yinghua,Merro,F,1955-01-18,15.3918,80023
Development,64136,Godehard,Lamba,F,1952-06-11,15.3644,92710
Marketing,64138,Yuqun,Fetvedt,F,1954-10-02,13.4137,217474
Production,64140,Bilhanan,Mullainathan,F,1956-07-07,15.0603,61960
Development,64143,Moheb,Picaronny,M,1953-11-19,11.6466,50163
Development,64147,Richard,Sevcikova,F,1955-08-16,14.7726,46570
Marketing,64149,Yucai,Stavenow,F,1952-03-04,9.3205,83130
Development,64150,Noritoshi,Ghandeharizadeh,M,1953-10-21,15.9178,75811
Development,64151,Rasikan,Alameldin,M,1952-06-01,13.1041,83414
"Quality Management",64154,Huai,Nanard,M,1955-07-19,9.3890,48753
Marketing,64158,Yechiam,Fujisawa,F,1952-12-25,14.4904,198928
Development,64167,Suzette,Lukaszewicz,F,1956-01-13,14.0274,41117
Sales,64173,Fumiko,Koshiba,M,1953-11-24,9.2658,84380
Marketing,64179,Yongmin,Szemeredi,M,1952-08-19,15.6685,129994
Production,64188,Henk,Ranze,F,1956-01-10,10.5589,108190
"Customer Service",64194,Persi,Takanami,F,1954-05-20,9.1918,46392
Production,64200,Khun,Bojadziev,F,1954-02-25,13.6904,63887
Sales,64204,Debaprosad,Deville,F,1953-08-05,10.3479,89542
Development,64224,Jiang,Lindenbaum,F,1953-12-27,9.7479,55147
Development,64225,Xiaoqiang,Katzenelson,M,1953-03-02,11.2849,77723
